1,b,smj,10,4096,10,310.784
1,b,hj,10,4096,10,139.214
1,b,smj,10,4096,100,309.55
1,b,hj,10,4096,100,138.631
1,b,smj,10,4096,1000,311.149
1,b,hj,10,4096,1000,149.461
1,b,smj,10,4096,10000,330.305
1,b,hj,10,4096,10000,163.076
1,b,smj,10,4096,50000,413.46
1,b,hj,10,4096,50000,223.09
1,b,smj,10,4096,100000,523.418
1,b,hj,10,4096,100000,274.471
1,b,inlj-r,10,4096,10,931.225
1,b,smj-r,10,4096,10,312.12
1,b,inlj-r,10,4096,100,1029.11
1,b,smj-r,10,4096,100,312.649
1,b,inlj-r,10,4096,1000,1029.13
1,b,smj-r,10,4096,1000,314.017
1,b,inlj-r,10,4096,10000,1028.61
1,b,smj-r,10,4096,10000,334.518
1,b,inlj-r,10,4096,50000,1042.51
1,b,smj-r,10,4096,50000,417.639
1,b,inlj-r,10,4096,100000,1059.3
1,b,smj-r,10,4096,100000,527.082
1,b,inlj-s,10,4096,10,19.6133
1,b,smj-s,10,4096,10,19.0457
1,b,inlj-s,10,4096,100,19.9473
1,b,smj-s,10,4096,100,20.682
1,b,inlj-s,10,4096,1000,26.8363
1,b,smj-s,10,4096,1000,25.5873
1,b,inlj-s,10,4096,10000,78.1917
1,b,smj-s,10,4096,10000,65.5713
1,b,inlj-s,10,4096,50000,309.637
1,b,smj-s,10,4096,50000,223.298
1,b,inlj-s,10,4096,100000,666.163
1,b,smj-s,10,4096,100000,418.303
